,district,size,floor,registration,heating,rooms,parking,balcony,state,price
1,Novi Beograd Blok 25 (Arena),81.0,7.0,True,Centralno,3.0,True,True,Standardna gradnja,177000
2,Novi Beograd Blok 11c (Stari Merkator),113.0,4.0,True,Centralno,4.0,False,True,Standardna gradnja,219000
3,Mali mokri lug,55.0,3.0,True,Ostalo,2.0,True,True,Standardna gradnja,69000
4,Savski venac,112.0,4.0,True,Centralno,4.0,False,False,Standardna gradnja,169000
5,Vidikovac,41.0,3.0,True,Ostalo,1.0,False,True,Standardna gradnja,47000
6,Vračar (Centar),114.0,1.0,True,Ostalo,4.0,False,True,Standardna gradnja,298500
7,Crveni krst,76.0,2.0,True,Ostalo,3.0,True,True,Novogradnja,149000
8,Retenzija,67.0,5.0,False,"Klima, Centralno",2.0,True,True,Standardna gradnja,121400
9,Konjarnik,91.0,5.0,True,Centralno,3.0,True,False,Standardna gradnja,155000
10,Šumice,77.0,17.0,True,Centralno,3.0,True,True,Standardna gradnja,120000
11,Voždovac,73.0,0.0,True,"Podno, Ostalo",3.0,True,True,Novogradnja,153300
12,Voždovac,117.0,1.0,True,"Podno, Ostalo",5.0,True,True,Novogradnja,245700
13,Voždovac,50.0,3.0,True,Podno,2.0,True,False,Novogradnja,105000
14,Voždovac,63.0,3.0,True,Podno,3.0,True,True,Novogradnja,132300
15,Voždovac,74.0,2.0,True,Podno,3.0,True,True,Novogradnja,155400
16,Voždovac,89.0,0.0,True,Podno,4.0,True,True,Novogradnja,213600
17,Voždovac,294.0,5.0,True,"Podno, Ostalo",5.0,True,True,Novogradnja,495000
61,Novi Beograd Blok 34 (Studentski grad),86.0,5.0,True,Centralno,3.0,False,True,Standardna gradnja,189000
62,Lion,152.0,7.0,True,Centralno,4.0,True,True,Standardna gradnja,310000
63,Centar (uži),35.0,11.0,True,Centralno,1.0,False,False,Standardna gradnja,97000
64,Dušanovac,70.0,1.0,False,Ostalo,3.0,False,True,Novogradnja,110000
65,Banjica,110.0,2.0,True,Ostalo,4.0,True,False,Standardna gradnja,115000
66,Novi Beograd Blok 25 (Arena),73.0,4.0,True,Centralno,2.0,True,True,Standardna gradnja,149900
67,Banovo brdo,49.0,1.0,True,Centralno,2.0,True,True,Standardna gradnja,85000
68,Botanička bašta,69.0,1.0,True,Centralno,2.0,True,True,Standardna gradnja,149000
69,Botanička bašta,105.0,4.0,True,Ostalo,3.0,False,True,Standardna gradnja,225000
71,Zemun (Gornji grad),83.0,2.0,True,Ostalo,3.0,True,True,Novogradnja,116800
72,Južni bulevar,104.0,4.0,True,Centralno,4.0,False,True,Novogradnja,197600
74,Savski venac,107.0,3.0,True,"Klima, Ostalo",3.0,False,True,Standardna gradnja,213000
75,Braće Jerković,69.0,5.0,True,Ostalo,2.0,True,True,Standardna gradnja,85900
76,Savski venac,99.0,1.0,True,Centralno,4.0,False,True,Standardna gradnja,240000
77,Đeram pijaca,30.0,3.0,True,Ostalo,1.0,False,False,Standardna gradnja,65000
78,Tašmajdan,114.0,3.0,True,Ostalo,4.0,False,True,Standardna gradnja,247000
79,Zemun (Centar),71.0,2.0,True,Ostalo,2.0,True,True,Standardna gradnja,128900
80,Lekino brdo,260.0,3.0,True,Ostalo,5.0,True,True,Novogradnja,400000
107,Dedinje (Beli dvor),207.0,3.0,True,"Etažno, Kamin, Klima",5.0,True,True,Novogradnja,438000
129,Lion,51.0,0.0,True,Centralno,2.0,False,False,Novogradnja,108000
131,Novi Beograd Blok 64,78.0,5.0,True,Centralno,3.0,True,True,Izvorno stanje,124900
133,Južni bulevar,62.0,9.0,True,Centralno,2.0,True,True,Izvorno stanje,105000
136,Tadije Sondermajera,101.0,5.0,False,Centralno,4.0,True,True,Novogradnja,285000
137,Banjica,53.0,5.0,False,Centralno,2.0,True,True,Novogradnja,103818
181,Južni bulevar,90.0,4.0,False,Etažno,4.0,False,True,Novogradnja,180000
182,Južni bulevar,43.0,3.0,False,"Etažno, Klima",2.0,True,True,U izgradnji,86000
184,Dedinje (Beli dvor),183.0,3.0,True,"Klima, Ostalo",5.0,True,True,Novogradnja,380000
185,Dedinje (Beli dvor),140.0,3.0,True,"Etažno, Klima",5.0,False,True,Novogradnja,272000
186,Ledine,32.0,1.0,True,Ostalo,1.0,True,True,Novogradnja,44700
187,Banjica,74.0,0.0,False,Etažno,3.0,True,True,Novogradnja,135000
190,Resnik,71.0,4.0,False,Centralno,3.0,False,True,Standardna gradnja,67000
242,Novi Beograd Blok 72,89.0,7.0,True,Centralno,4.0,False,True,Standardna gradnja,143000
243,Labudovo brdo,90.0,2.0,True,Centralno,4.0,True,True,Izvorno stanje,123000
244,Centar (uži),97.0,2.0,True,Ostalo,4.0,False,True,Izvorno stanje,199000
245,Novi Beograd Blok 29,139.0,0.0,True,Centralno,5.0,False,False,Izvorno stanje,278000
246,Centar (uži),168.0,1.0,True,Klima,5.0,False,True,Izvorno stanje,450000
247,Novi Beograd Blok 11 (Hotel Jugoslavija),49.0,7.0,True,Centralno,2.0,False,False,Standardna gradnja,107000
248,Kalenić pijaca,50.0,0.0,True,Centralno,2.0,False,True,Izvorno stanje,129000
251,Ledine,47.0,4.0,True,"Klima, Ostalo",2.0,True,True,Novogradnja,80000
255,Cvetanova ćuprija,41.0,3.0,True,Etažno,2.0,True,True,Novogradnja,73000
258,Centar (uži),62.0,5.0,False,Centralno,3.0,False,True,Delimična rekonstrukcija,138000
259,Novi Beograd Blok 11 (Hotel Jugoslavija),49.0,7.0,True,"Klima, Centralno",2.0,False,True,Izvorno stanje,107000
260,Vidikovac,155.0,7.0,False,Etažno,6.0,True,True,Novogradnja,280000
261,Vidikovac,92.0,3.0,False,Etažno,4.0,True,False,U pripremi,152000
304,Lion,36.0,0.0,True,Etažno,1.0,False,False,Kompletna rekonstrukcija,75000
305,Voždovac,118.0,2.0,True,Centralno,4.0,False,False,Novogradnja,300000
306,Dedinje (Beli dvor),150.0,3.0,True,Centralno,5.0,True,True,Kompletna rekonstrukcija,299000
307,Lion,51.0,0.0,True,Centralno,2.0,False,False,Izvorno stanje,108000
308,Novi Beograd Blok 20 (Hotel Hayat),69.0,5.0,True,Centralno,1.0,False,True,Izvorno stanje,71500
309,Crveni krst,80.0,1.0,True,Centralno,3.0,False,True,Izvorno stanje,210000
311,Palata pravde,156.0,6.0,True,Centralno,5.0,False,True,Kompletna rekonstrukcija,290000
312,Kneza Miloša ( centar ),119.0,3.0,True,TA peć,4.0,False,False,Kompletna rekonstrukcija,245000
314,Novi Beograd Blok 67a,91.0,1.0,True,Centralno,3.0,False,True,Novogradnja,270000
315,Žarkovo,124.0,10.0,True,Centralno,4.0,True,True,Delimična rekonstrukcija,139000
316,Zemun (Save Kovačevića),115.0,2.0,True,"Klima, Ostalo",4.0,False,True,Novogradnja,175000
317,Kalenić pijaca,68.0,5.0,True,Centralno,4.0,False,True,Standardna gradnja,130000
318,Zemun (Marije Bursać),72.0,11.0,False,Centralno,4.0,False,True,Izvorno stanje,120000
319,Zemun (Centar),74.0,0.0,True,Centralno,4.0,False,True,Izvorno stanje,153000
320,Zemun (Save Kovačevića),85.0,1.0,False,Ostalo,4.0,False,True,Novogradnja,153000
321,Novi Beograd Blok 62,86.0,9.0,True,Centralno,4.0,False,True,Izvorno stanje,128000
322,Crveni krst,88.0,3.0,True,Centralno,4.0,False,True,Novogradnja,204000
364,Novi Beograd Blok 23,52.0,18.0,True,Centralno,3.0,False,False,Izvorno stanje,125000
365,Zvezdara,105.0,4.0,True,Etažno,3.0,True,False,Novogradnja,155000
367,Vračar (Centar),91.0,5.0,True,Etažno,2.0,False,False,Novogradnja,158000
368,Vračar (Centar),109.0,1.0,True,Centralno,3.0,True,False,Novogradnja,196000
372,Vračar (Centar),115.0,1.0,True,Centralno,2.0,False,True,Novogradnja,320000
374,Voždovac,99.0,1.0,True,Ostalo,4.0,False,True,Novogradnja,199999
375,Savski trg,70.0,5.0,True,Centralno,2.0,True,True,Nadogradnja,189000
377,Zemun (Meandri),114.0,5.0,True,Podno,2.0,True,True,Novogradnja,210900
378,Vračar (Hram),71.0,0.0,True,"TA peć, Etažno, Ostalo",3.0,False,True,Kompletna rekonstrukcija,140000
380,Savski venac,106.0,6.0,True,Centralno,4.0,False,False,Izvorno stanje,179000
382,Novi Beograd,97.0,13.0,True,Centralno,4.0,False,True,Novogradnja,250000
383,Zvezdara,37.0,7.0,True,TA peć,1.0,False,False,Novogradnja,57000
425,Neimar,77.0,2.0,True,Centralno,2.0,False,True,Standardna gradnja,167000
426,Autokomanda,228.0,4.0,True,Centralno,7.0,False,True,Novogradnja,380000
428,Novi Beograd Blok 11c (Stari Merkator),64.0,1.0,True,"Klima, Centralno",3.0,True,True,Izvorno stanje,160000
430,Zvezdarska Šuma,72.0,0.0,True,Podno,3.0,True,True,Novogradnja,145000
431,Zvezdara,84.0,6.0,True,Centralno,5.0,True,True,Nadogradnja,118000
433,Novi Beograd Blok 67a,55.0,3.0,False,Centralno,2.0,True,True,Novogradnja,158000
434,Retenzija,43.0,1.0,True,Centralno,1.0,False,False,Izvorno stanje,84900
435,Batajnica,34.0,0.0,False,"Klima, Ostalo",1.0,False,True,Novogradnja,44880
436,Lekino brdo,55.0,3.0,True,Klima,2.0,True,False,Novogradnja,88000
443,Slavujev venac,56.0,2.0,True,Ostalo,2.0,False,True,Novogradnja,105000
444,Karaburma,63.0,2.0,True,Ostalo,2.0,False,True,Izvorno stanje,77000
486,Novi Beograd Blok 65,100.0,6.0,False,Centralno,3.0,False,False,Novogradnja,350000
487,Novi Beograd Blok 65,100.0,30.0,False,Centralno,3.0,False,False,Novogradnja,429900
489,Cvetni trg,125.0,6.0,True,Centralno,3.0,False,True,Standardna gradnja,265000
490,Učiteljsko naselje,70.0,1.0,False,Centralno,3.0,False,True,Novogradnja,115000
492,Novi Beograd Blok 1 (Fontana),68.0,2.0,True,"Klima, Centralno",3.0,True,True,Izvorno stanje,132000
493,Novi Beograd Blok 62,117.0,3.0,True,"Klima, Centralno",4.0,True,True,Standardna gradnja,180000
494,Novi Beograd Blok 45 (TC Enjub),66.0,4.0,True,"Klima, Centralno",2.0,True,True,Izvorno stanje,112000
495,Novi Beograd Blok 70 (Kineski TC),70.0,11.0,True,"Klima, Centralno",3.0,True,False,Izvorno stanje,115900
496,Centar (uži),91.0,4.0,True,"Klima, Ostalo",3.0,False,True,Izvorno stanje,179000
499,Severni bulevar,63.0,1.0,True,"Klima, Ostalo",2.0,True,True,Novogradnja,120000
500,Novi Beograd Blok 65,60.0,5.0,True,"Klima, Centralno",2.0,False,True,Novogradnja,195000
501,Politika ( centar ),64.0,3.0,True,"Klima, Centralno",3.0,True,False,Standardna gradnja,100000
502,Borča I,53.0,4.0,False,Centralno,2.0,True,True,Standardna gradnja,48000
503,Karaburma,72.0,3.0,False,Centralno,3.0,True,True,Standardna gradnja,110000
505,Bežanijska kosa II,122.0,4.0,False,Centralno,4.0,True,True,Standardna gradnja,185000
546,Novi Beograd,71.0,19.0,True,Centralno,3.0,True,True,Delimična rekonstrukcija,99400
547,Voždovac,94.0,3.0,True,Etažno,3.0,False,True,Novogradnja,230000
548,Donji Dorćol,64.0,3.0,True,Centralno,3.0,True,True,Novogradnja,185000
549,Zemun (Save Kovačevića),67.0,1.0,False,Ostalo,3.0,False,True,Novogradnja,120600
550,Novi Beograd Blok 65,75.0,4.0,True,Centralno,3.0,True,True,Novogradnja,215000
551,Novi Beograd Blok 25 (Arena),76.0,1.0,True,Centralno,3.0,True,True,Novogradnja,173000
552,Tašmajdan,77.0,1.0,True,Centralno,3.0,False,True,Standardna gradnja,165000
553,Novi Beograd Blok 22,80.0,5.0,True,Centralno,3.0,False,True,Izvorno stanje,159000
554,Novi Beograd Blok 11c (Stari Merkator),80.0,5.0,True,Centralno,3.0,True,True,Novogradnja,220000
555,Zemun (Save Kovačevića),81.0,2.0,True,"Klima, Ostalo",3.0,True,True,Novogradnja,162000
556,Stari Grad,83.0,3.0,True,Ostalo,3.0,False,False,Izvorno stanje,164900
557,Vukov spomenik,83.0,3.0,True,Ostalo,3.0,False,True,Izvorno stanje,180000
558,Vukov spomenik,84.0,2.0,True,Centralno,3.0,False,True,Izvorno stanje,179000
559,Banovo brdo,84.0,1.0,True,Centralno,3.0,True,True,Novogradnja,178000
560,Zemun (Cara Dušana),85.0,3.0,True,Ostalo,3.0,False,True,Izvorno stanje,124900
561,Voždovac,87.0,1.0,True,"Klima, Centralno",3.0,True,True,Novogradnja,163000
562,Novi Beograd Blok 63,87.0,10.0,True,Centralno,3.0,False,False,Izvorno stanje,149000
563,Miljakovac I,92.0,5.0,False,Centralno,3.0,False,True,Izvorno stanje,82800
564,Novi Beograd Blok 61,93.0,8.0,True,Centralno,3.0,False,True,Izvorno stanje,139500
565,Novi Beograd Blok 67a,95.0,6.0,False,Centralno,3.0,False,True,Novogradnja,299000
610,Novi Beograd Blok 25 (Arena),92.0,6.0,True,Centralno,3.0,False,True,Izvorno stanje,240000
611,Voždovac,74.0,2.0,True,Centralno,3.0,False,True,Novogradnja,135000
613,Vidikovac,43.0,2.0,False,Centralno,2.0,True,True,U pripremi,71000
614,Banovo brdo,83.0,0.0,True,"Etažno, Ostalo",2.0,True,False,Novogradnja,209990
615,Novi Beograd Blok 70 (Kineski TC),55.0,6.0,True,"Klima, Centralno",2.0,False,True,Standardna gradnja,113000
616,Mirijevo I,28.0,0.0,True,Ostalo,1.0,False,True,Novogradnja,50000
617,Zemun (Cara Dušana),51.0,0.0,True,Centralno,2.0,False,True,Novogradnja,89000
618,Novi Beograd Blok 11 (Hotel Jugoslavija),62.0,0.0,True,Centralno,3.0,False,True,Izvorno stanje,118000
620,Belvil,61.0,8.0,False,Centralno,3.0,True,False,Novogradnja,155500
621,Stari Grad,62.0,2.0,True,Ostalo,2.0,False,True,Standardna gradnja,145000
622,Mirijevo I,48.0,3.0,False,Ostalo,2.0,True,True,Standardna gradnja,63500
623,Vračar (Hram),137.0,3.0,True,Centralno,4.0,True,False,Standardna gradnja,370000
624,Slavija,31.0,3.0,True,Ostalo,2.0,False,False,Standardna gradnja,55800
626,Stari Grad,73.0,5.0,True,Centralno,2.0,False,True,Izvorno stanje,190000
664,Beograd na vodi,182.0,6.0,False,Centralno,5.0,True,True,U izgradnji,586888
665,Beograd na vodi,152.0,12.0,False,Centralno,4.0,True,True,U izgradnji,538888
666,Lekino brdo,38.0,0.0,False,Etažno,2.0,True,False,U izgradnji,89988
668,Zira,49.0,2.0,True,Centralno,2.0,True,False,Kompletna rekonstrukcija,110000
669,Novi Beograd Blok 29,102.0,1.0,True,Centralno,4.0,True,True,Izvorno stanje,215000
670,Donji Dorćol,120.0,4.0,False,Centralno,4.0,True,True,Novogradnja,420000
672,Donji Dorćol,78.0,4.0,False,Centralno,3.0,False,True,Novogradnja,210000
673,Beograd na vodi,60.0,2.0,False,Centralno,2.0,True,False,Novogradnja,230000
675,Neimar,67.0,1.0,False,Centralno,2.0,False,True,Kompletna rekonstrukcija,146000
677,Knez Mihajlova ( centar ),62.0,3.0,False,Etažno,3.0,False,False,Izvorno stanje,189000
678,Vračar (Hram),80.0,3.0,True,Etažno,4.0,False,True,Kompletna rekonstrukcija,240000
679,Banovo brdo,31.0,0.0,False,Etažno,1.0,False,False,U izgradnji,69900
682,Novi Beograd Blok 67,47.0,13.0,True,Centralno,2.0,False,False,Novogradnja,108900
683,Đeram pijaca,340.0,5.0,True,Centralno,7.0,True,True,Novogradnja,750000
684,Cvetkova pijaca,58.0,0.0,False,Centralno,2.0,True,True,U izgradnji,107300
725,Vračar (Centar),72.0,1.0,True,Centralno,3.0,False,True,Kompletna rekonstrukcija,185000
726,Novi Beograd Blok 72,72.0,0.0,True,Centralno,3.0,False,True,Delimična rekonstrukcija,133000
728,Lion,100.0,5.0,False,Centralno,5.0,True,False,Novogradnja,180000
729,Lion,30.0,0.0,True,Etažno,1.0,False,False,Kompletna rekonstrukcija,65000
730,Lion,58.0,0.0,True,Ostalo,3.0,False,False,Kompletna rekonstrukcija,127600
731,Zeleni venac,50.0,2.0,True,Etažno,3.0,False,True,Delimična rekonstrukcija,99000
733,Gornji Dorćol,109.0,4.0,True,Centralno,4.0,False,False,Izvorno stanje,280000
734,Banovo brdo,67.0,5.0,False,Etažno,3.0,False,True,Izvorno stanje,80000
735,Vukov spomenik,85.0,3.0,True,TA peć,3.0,False,True,Izvorno stanje,180000
736,Lekino brdo,50.0,3.0,True,Etažno,2.0,False,True,Novogradnja,125000
737,Konjarnik,61.0,6.0,True,Etažno,2.0,False,True,Izvorno stanje,99000
738,Kopitareva gradina,81.0,2.0,True,Etažno,3.0,False,True,Kompletna rekonstrukcija,169000
740,Tašmajdan,54.0,2.0,True,Centralno,2.0,False,True,Izvorno stanje,155000
741,Lekino brdo,40.0,2.0,False,"Centralno, Etažno",2.0,True,False,U izgradnji,95475
742,Poštanska štedionica,82.0,1.0,True,Centralno,3.0,True,True,Novogradnja,243540
743,Novi Beograd Blok 67,62.0,2.0,True,Centralno,2.0,True,True,Novogradnja,183000
744,Sava mala,80.0,1.0,True,TA peć,4.0,False,True,Kompletna rekonstrukcija,169900
784,Košutnjak,72.0,4.0,True,"Klima, Centralno",3.0,False,True,Izvorno stanje,67000
785,Stari Grad,120.0,1.0,True,Centralno,2.0,False,True,Kompletna rekonstrukcija,350000
786,Novi Beograd Blok 11 (Hotel Jugoslavija),58.0,0.0,False,Centralno,3.0,False,True,Izvorno stanje,129000
787,Lekino brdo,62.0,4.0,True,Centralno,3.0,False,True,Izvorno stanje,99900
788,Voždovac,66.0,1.0,True,Centralno,3.0,False,True,Izvorno stanje,112000
789,Kalemegdan,89.0,1.0,True,Centralno,3.0,False,True,Izvorno stanje,195000
793,Kalenić pijaca,115.0,1.0,True,Centralno,4.0,False,True,Standardna gradnja,320000
794,Vračar (Centar),26.0,0.0,True,Etažno,1.0,False,False,Kompletna rekonstrukcija,65000
795,Centar (uži),40.0,0.0,True,TA peć,2.0,False,True,Izvorno stanje,114000
798,Savski venac,92.0,3.0,True,TA peć,4.0,True,True,Kompletna rekonstrukcija,178000
800,Savski venac,65.0,5.0,True,Centralno,3.0,False,True,Delimična rekonstrukcija,130000
801,Politika ( centar ),70.0,1.0,True,Podno,3.0,False,False,Kompletna rekonstrukcija,200000
802,Đeram pijaca,64.0,3.0,True,Etažno,2.0,True,True,Izvorno stanje,121000
803,Terazije ( centar ),79.0,5.0,True,Centralno,3.0,False,True,Kompletna rekonstrukcija,182500
843,Zvezdara,42.0,3.0,True,Etažno,2.0,True,True,Novogradnja,84768
850,Kotež,56.0,1.0,False,Ostalo,2.0,False,True,Izvorno stanje,53000
873,Višnjička banja,99.0,5.0,False,Centralno,3.0,True,True,Novogradnja,165900
874,Zvezdara,54.0,3.0,True,"Centralno, Etažno",2.0,True,True,Novogradnja,95000
876,Vukov spomenik,98.0,7.0,True,Podno,4.0,True,True,Novogradnja,250000
877,Zemun (Save Kovačevića),27.0,0.0,True,Centralno,2.0,False,False,Kompletna rekonstrukcija,54600
879,Novi Beograd Blok 11 (Hotel Jugoslavija),110.0,2.0,True,Centralno,2.0,True,True,Delimična rekonstrukcija,253000
880,Profesorska kolonija,71.0,1.0,True,Centralno,3.0,True,True,Kompletna rekonstrukcija,170000
882,Lekino brdo,66.0,3.0,True,Ostalo,3.0,False,True,Novogradnja,122000
903,Novi Beograd Blok 28 (Potkovica),58.0,6.0,True,Centralno,2.0,False,True,Izvorno stanje,110000
904,Beograd na vodi,59.0,2.0,False,Centralno,2.0,False,True,Novogradnja,190000
905,Novi Beograd Blok 28 (Potkovica),60.0,5.0,True,Centralno,2.0,False,True,Izvorno stanje,119000
906,Novi Beograd Blok 65,60.0,3.0,False,Centralno,2.0,False,True,Standardna gradnja,174900
907,Belvil,60.0,4.0,True,Centralno,2.0,False,True,Novogradnja,156000
908,Novi Beograd Blok 28 (Potkovica),60.0,5.0,True,Centralno,2.0,False,True,Standardna gradnja,106000
909,Banovo brdo,61.0,2.0,False,Centralno,2.0,False,True,Izvorno stanje,124900
910,Voždovac,61.0,3.0,True,Centralno,2.0,False,True,Novogradnja,114900
911,Terazije ( centar ),63.0,3.0,True,Ostalo,2.0,False,False,Izvorno stanje,163000
912,Novi Beograd Blok 65,63.0,2.0,True,Centralno,2.0,False,True,Novogradnja,247900
932,Beograd na vodi,65.0,4.0,False,Centralno,2.0,False,True,Novogradnja,180000
933,Novi Beograd Blok 7 (Paviljoni),65.0,4.0,True,Centralno,2.0,False,True,Izvorno stanje,110000
934,Novi Beograd Blok 63,66.0,11.0,True,Centralno,2.0,False,True,Izvorno stanje,109900
935,Novi Beograd Blok 70a,66.0,4.0,True,Centralno,2.0,False,True,Izvorno stanje,114900
936,Palata pravde,68.0,1.0,True,Centralno,2.0,False,True,Izvorno stanje,140000
937,Terazije ( centar ),48.0,4.0,True,TA peć,2.0,False,True,Izvorno stanje,88000
938,Lion,58.0,0.0,True,Centralno,3.0,False,False,Izvorno stanje,108000
939,Novi Beograd Blok 61,91.0,9.0,True,Centralno,3.0,True,True,Novogradnja,212000
940,Dedinje (Beli dvor),146.0,2.0,True,"Klima, Etažno, Kamin",4.0,False,True,Standardna gradnja,345000
950,Novi Beograd Blok 62,66.0,8.0,True,Centralno,2.0,False,True,Izvorno stanje,109000
960,Skadarlija,36.0,4.0,True,Ostalo,2.0,False,False,Novogradnja,97000
961,Vidikovačka padina,37.0,0.0,True,Ostalo,2.0,False,True,Novogradnja,47000
962,Voždovac,43.0,5.0,True,Centralno,2.0,True,True,Novogradnja,89000
963,Palata pravde,45.0,1.0,True,Centralno,2.0,False,True,Standardna gradnja,115000
964,Kanarevo brdo,46.0,5.0,True,Ostalo,2.0,False,True,Izvorno stanje,51900
966,Banovo brdo,68.0,5.0,True,"Klima, Centralno",3.0,True,True,Standardna gradnja,134000
967,Novi Beograd Blok 65,48.0,4.0,False,Centralno,2.0,False,False,Novogradnja,166000
968,Karaburma,49.0,1.0,True,Ostalo,2.0,False,True,Novogradnja,69000
969,Voždovac,49.0,1.0,True,Centralno,2.0,False,False,Izvorno stanje,85900
990,Ada Ciganlija,49.0,1.0,True,Centralno,2.0,False,True,Novogradnja,130000
991,Novi Beograd Blok 23,50.0,1.0,True,Centralno,2.0,False,True,Izvorno stanje,115000
992,Zemun (Centar),52.0,7.0,True,Centralno,2.0,False,False,Izvorno stanje,93000
993,Novi Beograd Blok 25 (Arena),54.0,7.0,True,Centralno,2.0,False,True,Standardna gradnja,105000
994,Autokomanda,54.0,1.0,True,Centralno,2.0,False,True,Izvorno stanje,111000
995,Petlovo brdo,55.0,4.0,True,Ostalo,2.0,False,True,Izvorno stanje,48000
996,Beograd na vodi,55.0,16.0,False,Centralno,2.0,True,True,Novogradnja,172000
997,Čukarička padina,55.0,7.0,True,Centralno,2.0,False,True,Izvorno stanje,73000
998,Novi Beograd Blok 65,56.0,4.0,True,Centralno,2.0,False,True,Novogradnja,119900
999,Novi Beograd Blok 65,58.0,8.0,False,Centralno,2.0,False,False,Novogradnja,219900
1029,Crveni krst,62.0,4.0,True,Centralno,2.0,False,True,Standardna gradnja,123000
1053,Voždovac,84.0,4.0,True,Centralno,4.0,True,True,Standardna gradnja,150000
1055,Beograd na vodi,55.0,16.0,False,Centralno,2.0,False,True,Novogradnja,170000
1056,Pregrevica,46.0,2.0,False,"Klima, Ostalo",2.0,False,True,U izgradnji,87300
1057,Krnjača,60.0,2.0,True,Centralno,2.0,True,True,Standardna gradnja,62000
1059,Lipov lad,47.0,2.0,True,Centralno,2.0,False,True,Novogradnja,118000
1060,Voždovac,36.0,2.0,True,Ostalo,2.0,False,True,Izvorno stanje,31000
1080,Crveni krst,76.0,2.0,True,Etažno,3.0,True,True,Novogradnja,149000
1082,Voždovac,77.0,2.0,True,Etažno,3.0,True,True,Novogradnja,178400
1088,Karađorđeva,80.0,1.0,True,Centralno,2.0,False,True,Izvorno stanje,153000
1113,Beograd na vodi,30.0,16.0,False,Centralno,1.0,False,True,Novogradnja,105000
1114,Novi Beograd Blok 67a,32.0,1.0,True,"Klima, Centralno",1.0,False,True,Novogradnja,97900
1115,Zemun (Save Kovačevića),32.0,3.0,True,Centralno,1.0,False,False,Izvorno stanje,53000
1116,Zemun (Centar),140.0,1.0,True,Ostalo,5.0,False,True,Izvorno stanje,235000
1117,Novi Beograd Blok 65,46.0,3.0,True,"Klima, Ostalo",1.0,True,True,Novogradnja,155500
1118,Kalemegdan,116.0,0.0,True,Ostalo,5.0,False,True,Izvorno stanje,299999
1143,Vidikovački venac,63.0,4.0,True,Etažno,3.0,True,True,Kompletna rekonstrukcija,103500
1145,Novi Beograd Blok 45 (TC Enjub),48.0,2.0,True,Centralno,2.0,False,True,Izvorno stanje,89900
1147,Borča I,53.0,0.0,False,Centralno,2.0,False,False,Standardna gradnja,45000
1150,Šumice,67.0,5.0,True,Centralno,2.0,False,False,Kompletna rekonstrukcija,121500
1171,Vračar (Centar),66.0,0.0,True,Centralno,2.0,False,False,Kompletna rekonstrukcija,250000
1180,Belvil,48.0,13.0,True,Centralno,2.0,False,False,Novogradnja,108800
1204,Dedinje (Beli dvor),207.0,0.0,True,"Etažno, Kamin, Klima",5.0,True,True,Novogradnja,438000
1206,Donji Dorćol,32.0,0.0,True,TA peć,1.0,False,False,Izvorno stanje,53000
1270,Lion,81.0,3.0,True,Centralno,4.0,False,True,Standardna gradnja,157000
1272,Olimp,62.0,0.0,False,Ostalo,3.0,True,True,Novogradnja,68000
1274,Voždovac,56.0,2.0,False,Centralno,2.0,False,False,Izvorno stanje,127000
1275,Novi Beograd Blok 1 (Fontana),68.0,4.0,True,Centralno,3.0,True,False,Izvorno stanje,133000
1276,Banovo brdo,70.0,4.0,False,Etažno,3.0,False,True,Novogradnja,166000
1277,Banovo brdo,35.0,2.0,False,"Etažno, Klima",2.0,False,False,Novogradnja,90000
1278,Palilula,64.0,5.0,False,Centralno,3.0,True,False,Novogradnja,162850
1279,Julino brdo,74.0,5.0,True,"Etažno, Klima",3.0,True,False,Nadogradnja,98000
1322,Zemun (Gornji grad),67.0,4.0,True,"Klima, Ostalo",2.0,False,True,Standardna gradnja,88000
1323,Voždovac,53.0,6.0,True,Etažno,2.0,False,False,Novogradnja,103820
1324,Centar (uži),60.0,1.0,False,TA peć,2.0,False,False,Delimična rekonstrukcija,125000
1326,Novi Beograd Blok 1 (Fontana),58.0,6.0,True,Centralno,2.0,True,False,Kompletna rekonstrukcija,119000
1330,Vukov spomenik,107.0,5.0,True,Centralno,3.0,False,True,Novogradnja,265000
1337,Vračar (Hram),74.0,5.0,True,Centralno,3.0,False,True,Izvorno stanje,205000
1384,Crveni krst,76.0,1.0,True,Centralno,3.0,False,True,Izvorno stanje,148900
1385,Vračar (Hram),70.0,3.0,True,Centralno,3.0,False,True,Standardna gradnja,200000
1386,Senjak,50.0,2.0,True,Ostalo,3.0,False,True,Standardna gradnja,98000
1442,Palilula,71.0,0.0,False,"Centralno, Klima",3.0,True,False,Novogradnja,140800
1445,Voždovac,56.0,2.0,False,Podno,2.0,False,True,Novogradnja,113140
1447,Voždovac,93.0,2.0,False,Podno,4.0,False,True,Novogradnja,185980
1450,Novi Beograd Blok 11a (Opština NBG),150.0,4.0,True,Centralno,4.0,False,False,Novogradnja,490000
1452,Novi Beograd Blok 64,75.0,2.0,True,Centralno,3.0,False,False,Novogradnja,160883
1453,Novi Beograd Blok 64,81.0,3.0,True,Centralno,3.0,True,False,Novogradnja,172375
1454,Vračar (Hram),80.0,3.0,True,Etažno,3.0,False,True,Kompletna rekonstrukcija,230000
1500,Lekino brdo,112.0,4.0,True,Centralno,2.0,False,False,Novogradnja,208700
