,district,size,floor,registration,heating,rooms,parking,balcony,state,price
11288,Novi Beograd Blok 62,48.0,0.0,True,"Klima, Centralno",3.0,True,False,Standardna gradnja,93000
11289,Altina,59.0,4.0,True,"Klima, Ostalo",3.0,False,False,Standardna gradnja,72000
11330,Voždovac,94.0,5.0,True,"Klima, Centralno",3.0,True,True,Novogradnja,192700
11331,Južni bulevar,190.0,9.0,False,Centralno,4.0,True,True,U izgradnji,900000
11332,Južni bulevar,190.0,9.0,False,Centralno,4.0,True,True,U izgradnji,1500000
11333,Tošin bunar,75.0,2.0,False,Centralno,3.0,True,True,U izgradnji,167050
11334,Tošin bunar,81.0,3.0,False,Centralno,3.0,True,True,U izgradnji,180410
11335,Centar (uži),98.0,5.0,True,Centralno,3.0,False,True,Izvorno stanje,235000
11338,Kluz,52.0,3.0,False,"Klima, Ostalo",2.0,True,True,Novogradnja,108717
11345,Autokomanda,64.0,6.0,True,Centralno,2.0,False,True,Kompletna rekonstrukcija,131000
11348,Braće Jerković,92.0,5.0,True,"Klima, Centralno",3.0,False,True,Standardna gradnja,125000
11349,Klinički centar,77.0,2.0,True,"Klima, Centralno",3.0,False,False,Novogradnja,200000
11389,Dušanovac,71.0,2.0,True,Ostalo,3.0,True,True,Novogradnja,140000
11391,Braće Jerković,92.0,5.0,True,Centralno,3.0,True,True,Izvorno stanje,119900
11392,Voždovac,83.0,1.0,True,Centralno,3.0,True,True,Novogradnja,152000
11393,Kanarevo brdo,71.0,5.0,True,Centralno,3.0,True,True,Novogradnja,86700
11394,Voždovac,81.0,8.0,True,Centralno,3.0,True,True,Izvorno stanje,129000
11395,Učiteljsko naselje,70.0,1.0,False,"Klima, Centralno",3.0,False,True,Novogradnja,115500
11396,Lion,80.0,1.0,True,"Klima, Centralno",3.0,False,False,Izvorno stanje,155000
11397,Karaburma,57.0,7.0,True,Centralno,3.0,False,True,Izvorno stanje,81500
11398,Voždovac,84.0,0.0,True,Centralno,3.0,True,True,Novogradnja,139000
11399,Voždovac,111.0,3.0,True,Ostalo,3.0,False,True,Novogradnja,163200
11400,Dedinje (25. maj),89.0,2.0,True,Centralno,3.0,True,False,Novogradnja,215000
11401,Braće Jerković,72.0,2.0,True,Ostalo,3.0,True,True,Izvorno stanje,103000
11402,Centar (uži),110.0,3.0,True,"Klima, Centralno",3.0,False,False,Izvorno stanje,210000
11403,Vračar (Centar),66.0,1.0,True,Centralno,3.0,True,True,Izvorno stanje,150000
11404,Vračar (Hram),76.0,0.0,True,Ostalo,3.0,False,True,Izvorno stanje,155000
11405,Klinički centar,73.0,2.0,True,Centralno,3.0,True,True,Izvorno stanje,184800
11406,Banjica,81.0,7.0,True,Centralno,3.0,False,True,Standardna gradnja,110000
11407,Profesorska kolonija,65.0,5.0,True,Centralno,3.0,False,True,Standardna gradnja,130000
11408,Kalenić pijaca,91.0,1.0,True,Centralno,3.0,True,True,Izvorno stanje,155000
11449,Voždovac,78.0,3.0,True,Ostalo,2.0,False,True,Novogradnja,108000
11451,Stari Grad,60.0,2.0,False,Centralno,3.0,True,True,Novogradnja,172000
11453,Vračar (Centar),69.0,1.0,True,Centralno,3.0,False,True,Novogradnja,199000
11454,Voždovac,139.0,4.0,True,"Klima, Ostalo",4.0,False,True,Novogradnja,280000
11455,Novi Beograd Blok 37,100.0,4.0,True,"Klima, Centralno",3.0,True,True,Izvorno stanje,195000
11456,Borča III,75.0,1.0,True,Centralno,3.0,False,True,Izvorno stanje,69000
11457,Kaluđerica,42.0,3.0,False,"Klima, Ostalo",2.0,False,True,Novogradnja,45000
11458,Dr Agostina Neta,66.0,4.0,True,"Klima, Centralno",2.0,True,True,Standardna gradnja,115000
11459,Kaluđerica,49.0,3.0,False,"Klima, Ostalo",3.0,False,True,Novogradnja,51000
11460,Kaluđerica,39.0,3.0,False,"Klima, Ostalo",2.0,False,True,Novogradnja,41000
11461,Kaluđerica,45.0,3.0,False,"Klima, Ostalo",2.0,False,True,Novogradnja,47000
11462,Stari Grad,103.0,4.0,True,Centralno,3.0,False,True,Standardna gradnja,355000
11463,Kaluđerica,52.0,3.0,False,"Klima, Ostalo",3.0,False,True,Novogradnja,54000
11466,Ledine,55.0,3.0,True,Ostalo,3.0,False,True,Novogradnja,60900
11467,Novi Beograd Blok 11 (Hotel Jugoslavija),61.0,3.0,True,Centralno,3.0,False,False,Standardna gradnja,155000
11468,Novi Beograd Blok 23,50.0,3.0,True,Centralno,3.0,False,False,Standardna gradnja,115000
11510,Zemun (Save Kovačevića),54.0,11.0,False,"Klima, Centralno",3.0,True,True,Izvorno stanje,65000
11513,Kaluđerica,78.0,3.0,False,"Klima, Ostalo",3.0,True,True,Novogradnja,66300
11516,Zvezdara,197.0,2.0,False,Ostalo,5.0,False,True,U izgradnji,510000
11518,Vračar (Centar),48.0,4.0,True,"Klima, Ostalo",2.0,True,False,Standardna gradnja,130000
11520,Bežanijska kosa I,88.0,3.0,True,"Klima, Centralno",4.0,True,True,Izvorno stanje,150000
11523,Karaburma,26.0,5.0,False,Ostalo,1.0,False,True,U izgradnji,38500
11524,Karaburma,44.0,5.0,False,Ostalo,2.0,False,True,U izgradnji,60500
11525,Zvezdara,75.0,3.0,True,"Klima, Centralno",3.0,True,True,Novogradnja,159000
11526,Rakovica,72.0,1.0,True,"Klima, Centralno",3.0,True,True,Izvorno stanje,82000
11568,Kaluđerica,39.0,1.0,False,"Klima, Ostalo",2.0,True,True,Novogradnja,41000
11570,Krnjača,61.0,3.0,False,Ostalo,3.0,False,True,Novogradnja,62220
11571,Novi Beograd Blok 7 (Paviljoni),54.0,3.0,True,"Klima, Centralno",3.0,True,False,Standardna gradnja,78000
11573,Banovo brdo,102.0,2.0,True,"Klima, Centralno",4.0,True,True,Novogradnja,235000
11574,Voždovac,59.0,4.0,True,Centralno,3.0,True,True,Standardna gradnja,119900
11575,Banovo brdo,62.0,3.0,True,"Klima, Centralno",3.0,True,True,Izvorno stanje,112000
11578,Kaluđerica,83.0,6.0,False,"Klima, Ostalo",3.0,True,True,Novogradnja,79000
11580,Mirijevo I,60.0,4.0,True,Centralno,2.0,False,True,Izvorno stanje,76000
11581,Kaluđerica,49.0,3.0,False,"Klima, Ostalo",2.0,True,True,Novogradnja,42000
11584,Kaluđerica,53.0,3.0,False,"Klima, Ostalo",3.0,True,True,Novogradnja,55000
11585,Kaluđerica,82.0,6.0,False,"Klima, Ostalo",3.0,True,True,Novogradnja,78000
11586,Kaluđerica,48.0,3.0,False,"Klima, Ostalo",2.0,True,False,Novogradnja,43500
11587,Kaluđerica,52.0,1.0,False,"Klima, Ostalo",3.0,True,True,Novogradnja,54000
11626,Krnjača,36.0,1.0,False,Ostalo,2.0,False,True,Novogradnja,36720
11627,Kaluđerica,47.0,3.0,True,Ostalo,2.0,True,True,Novogradnja,44655
11629,Kaluđerica,57.0,1.0,True,Ostalo,2.0,True,True,Novogradnja,54155
11632,Voždovac,41.0,1.0,True,Ostalo,1.0,True,True,Izvorno stanje,61800
11634,Kaluđerica,117.0,2.0,True,Ostalo,2.0,True,True,Novogradnja,74255
11635,Kotež,80.0,3.0,True,Klima,3.0,True,False,Standardna gradnja,60000
11638,Kaluđerica,65.0,1.0,True,Ostalo,3.0,True,True,Novogradnja,62220
11639,Novi Beograd Blok 43 (Buvlja pijaca),61.0,1.0,False,"Klima, Centralno",2.0,False,True,Novogradnja,180000
11640,Krnjača,56.0,1.0,True,"Klima, Centralno",2.0,True,True,Novogradnja,77840
11642,Krnjača,36.0,1.0,False,Ostalo,2.0,False,True,Novogradnja,36720
11643,Krnjača,36.0,1.0,False,Ostalo,2.0,False,True,Novogradnja,36720
11644,Zvezdara,62.0,3.0,True,Klima,2.0,False,True,Novogradnja,106400
11645,Vračar (Centar),74.0,4.0,True,"Klima, Centralno",3.0,False,True,Izvorno stanje,151000
11686,Batajnica,44.0,3.0,True,Klima,2.0,True,True,Novogradnja,56000
11704,Sremčica,77.0,3.0,True,"Klima, Centralno",2.0,True,True,Izvorno stanje,79900
11748,Krnjača,42.0,3.0,False,Ostalo,2.0,False,True,Novogradnja,42840
11750,Višnjička banja,80.0,1.0,False,Centralno,4.0,False,True,Novogradnja,110000
11752,Višnjička banja,80.0,1.0,False,Centralno,3.0,False,True,Novogradnja,110000
11753,Centar (uži),90.0,3.0,True,"Klima, Centralno",3.0,True,True,Novogradnja,180000
11754,Višnjička banja,79.0,1.0,False,Centralno,3.0,False,True,Novogradnja,108625
11755,Voždovac,140.0,5.0,True,"Klima, Centralno",4.0,True,True,Novogradnja,294000
11757,Zemun (Centar),160.0,1.0,True,"Klima, Ostalo",4.0,False,True,Standardna gradnja,249000
11758,Stari Grad,50.0,6.0,True,"Klima, Centralno",2.0,False,True,Izvorno stanje,155000
11759,Centar (uži),74.0,1.0,False,"Klima, Ostalo",3.0,True,True,Novogradnja,209845
11762,Banjica,80.0,2.0,True,"Klima, Centralno",3.0,False,True,Novogradnja,118500
11764,Rakovica,17.0,3.0,False,Centralno,1.0,False,False,Standardna gradnja,12000
11805,Centar (uži),83.0,4.0,True,"Klima, Ostalo",3.0,False,True,Izvorno stanje,219000
11807,Voždovac,64.0,3.0,False,Klima,3.0,True,True,U izgradnji,118500
11808,Žarkovo,60.0,3.0,False,Ostalo,3.0,True,True,Novogradnja,81000
11809,Voždovac,72.0,3.0,False,Klima,3.0,True,True,U izgradnji,133200
11810,Voždovac,85.0,1.0,True,"Klima, Centralno",4.0,True,True,Standardna gradnja,145000
11813,Stari Grad,46.0,3.0,True,Ostalo,2.0,True,False,Standardna gradnja,77000
11817,Novi Beograd Blok 11c (Stari Merkator),44.0,2.0,True,"Klima, Centralno",1.0,True,True,Standardna gradnja,93000
11818,Zvezdara,203.0,3.0,True,Klima,6.0,True,True,Standardna gradnja,125000
11819,Bežanijska kosa I,95.0,6.0,True,"Klima, Centralno",4.0,True,True,Izvorno stanje,145000
11823,Voždovac,38.0,3.0,False,Klima,2.0,True,True,U izgradnji,83200
11864,Novi Beograd,47.0,3.0,True,"Klima, Centralno",2.0,True,False,Standardna gradnja,90500
11866,Stari Grad,25.0,3.0,True,Klima,1.0,True,False,Izvorno stanje,55500
11868,Vračar (Centar),109.0,1.0,True,"Klima, Centralno",4.0,True,True,Novogradnja,196000
11869,Mirijevo I,41.0,3.0,False,Ostalo,2.0,True,True,Novogradnja,59450
11870,Mirijevo I,38.0,3.0,False,Ostalo,2.0,True,True,Novogradnja,55100
11871,Mirijevo I,32.0,3.0,False,Ostalo,1.0,True,True,Novogradnja,46400
11872,Stari Grad,41.0,3.0,True,Centralno,2.0,False,False,Izvorno stanje,110000
11873,Mirijevo I,54.0,3.0,False,Ostalo,3.0,True,True,Novogradnja,78300
11875,Novi Beograd Blok 11 (Hotel Jugoslavija),68.0,5.0,True,"Klima, Centralno",2.0,True,True,Izvorno stanje,121400
11876,Stari Grad,104.0,2.0,True,"Klima, Ostalo",4.0,False,True,Izvorno stanje,275000
11877,Stari Grad,77.0,3.0,True,Centralno,2.0,False,False,Izvorno stanje,195000
11878,Zvezdara,34.0,1.0,True,Ostalo,2.0,False,True,Novogradnja,89000
11879,Novi Beograd Blok 61,93.0,3.0,True,Centralno,4.0,True,True,Izvorno stanje,139000
11882,Dedinje (RTV Pink),174.0,1.0,True,Centralno,4.0,True,True,Standardna gradnja,349900
11883,Žarkovo,55.0,4.0,False,Ostalo,3.0,True,True,Novogradnja,74500
11923,Novi Beograd Blok 11 (Hotel Jugoslavija),33.0,9.0,True,Centralno,1.0,False,True,Izvorno stanje,62000
11924,Novi Beograd Blok 23,45.0,6.0,True,Centralno,2.0,True,True,Standardna gradnja,100000
11926,Novi Beograd Blok 22,54.0,7.0,True,Centralno,2.0,True,True,Standardna gradnja,105000
11927,Vračar (Centar),67.0,3.0,True,Centralno,3.0,False,False,Izvorno stanje,150000
11928,Borča III,65.0,2.0,True,"Klima, Centralno",2.0,False,True,Standardna gradnja,67000
11929,Vračar (Centar),81.0,1.0,True,"Klima, Ostalo",3.0,False,True,Izvorno stanje,184000
11930,Centar (uži),42.0,3.0,False,"Klima, Ostalo",2.0,False,True,Izvorno stanje,110000
11931,Karaburma,115.0,1.0,True,"Klima, Ostalo",4.0,False,True,Izvorno stanje,139000
11932,Novi Beograd Blok 70 (Kineski TC),67.0,9.0,True,"Klima, Centralno",2.0,True,True,Standardna gradnja,122000
11936,Centar (uži),95.0,1.0,True,Centralno,3.0,True,True,Standardna gradnja,392000
11938,Centar (uži),40.0,3.0,False,Centralno,3.0,False,False,Standardna gradnja,44000
11940,Zvezdara,59.0,2.0,True,Klima,2.0,False,True,Novogradnja,145600
11942,Zemun (Save Kovačevića),61.0,5.0,True,Centralno,2.0,True,True,Izvorno stanje,88000
11982,Dedinje (RTV Pink),223.0,3.0,True,Ostalo,6.0,False,True,Standardna gradnja,350000
11987,Banovo brdo,38.0,5.0,True,Centralno,1.0,True,False,Izvorno stanje,93000
11988,Vračar (Centar),129.0,4.0,True,"Klima, Centralno",4.0,True,True,Novogradnja,324000
11989,Vračar (Centar),87.0,3.0,True,Centralno,4.0,True,False,Novogradnja,230000
11992,Stari Grad,63.0,3.0,True,"Klima, Ostalo",2.0,False,False,Izvorno stanje,163000
11993,Centar (uži),88.0,5.0,True,"Klima, Ostalo",3.0,False,False,Izvorno stanje,199000
11994,Novi Beograd Blok 70 (Kineski TC),60.0,2.0,True,"Klima, Centralno",2.0,False,True,Standardna gradnja,115000
11995,Novi Beograd Blok 64,91.0,4.0,True,Centralno,4.0,True,True,Standardna gradnja,135000
11996,Voždovac,66.0,2.0,True,"Klima, Ostalo",3.0,True,False,Novogradnja,104900
11997,Centar (uži),50.0,3.0,True,"Klima, Centralno",2.0,False,False,Izvorno stanje,112000
11998,Zvezdara,57.0,5.0,False,Klima,3.0,False,True,Standardna gradnja,73000
11999,Voždovac,79.0,4.0,True,"Klima, Ostalo",3.0,True,True,Standardna gradnja,147000
12000,Vračar (Centar),62.0,4.0,True,Centralno,3.0,False,True,Izvorno stanje,125000
12001,Kotež,39.0,3.0,True,Klima,1.0,True,True,Izvorno stanje,37500
12043,Rakovica,58.0,3.0,True,Centralno,3.0,False,True,Izvorno stanje,55000
12044,Zemun (Gornji grad),96.0,3.0,True,"Klima, Ostalo",4.0,True,False,Izvorno stanje,120000
12045,Vračar (Centar),27.0,3.0,True,Centralno,1.0,False,False,Standardna gradnja,61890
12046,Kaluđerica,35.0,3.0,True,"Klima, Ostalo",2.0,True,True,Novogradnja,33000
12047,Dedinje (RTV Pink),100.0,3.0,True,Ostalo,5.0,False,True,Novogradnja,190000
12048,Tošin bunar Savada 3,45.0,10.0,False,"Klima, Centralno",2.0,False,True,U izgradnji,121500
12049,Novi Beograd Blok 11 (Hotel Jugoslavija),87.0,9.0,True,"Klima, Centralno",3.0,False,True,Standardna gradnja,129000
12050,Kaluđerica,62.0,3.0,True,Ostalo,3.0,True,True,Novogradnja,55800
12051,Rakovica,35.0,1.0,False,Ostalo,2.0,False,True,Standardna gradnja,32000
12052,Zvezdara,62.0,3.0,True,"Klima, Ostalo",2.0,False,True,Novogradnja,120000
12054,Voždovac,62.0,3.0,True,Centralno,3.0,True,True,Izvorno stanje,95800
12055,Voždovac,65.0,1.0,True,"Klima, Centralno",2.0,True,True,Izvorno stanje,105000
12059,Stari Grad,70.0,2.0,True,"Klima, Centralno",3.0,True,True,Novogradnja,229000
12102,Kaluđerica,61.0,3.0,True,Ostalo,3.0,True,True,Novogradnja,54900
12107,Mirijevo I,89.0,3.0,False,"Klima, Ostalo",3.0,False,True,Novogradnja,83000
12109,Kaluđerica,35.0,3.0,False,"Klima, Ostalo",2.0,True,True,Novogradnja,37000
12110,Rakovica,100.0,3.0,True,Klima,4.0,False,False,Izvorno stanje,100000
12113,Zvezdara,150.0,6.0,True,"Klima, Centralno",3.0,False,True,Novogradnja,298708
12117,Zemun (Gornji grad),53.0,2.0,True,Klima,2.0,True,True,Novogradnja,123000
12118,Centar (uži),53.0,4.0,True,Centralno,2.0,True,True,Izvorno stanje,235000
12120,Kaluđerica,40.0,1.0,True,Ostalo,2.0,True,True,Novogradnja,38000
12121,Zvezdara,76.0,3.0,True,Ostalo,4.0,False,True,Novogradnja,85000
12164,Voždovac,78.0,3.0,True,"Klima, Centralno",3.0,True,True,Novogradnja,137000
12165,Višnjica,71.0,3.0,False,"Klima, Ostalo",2.0,False,True,Novogradnja,60000
12167,Novi Beograd Blok 19a,96.0,3.0,True,Centralno,4.0,False,True,Izvorno stanje,134900
12168,Mirijevo III,53.0,3.0,True,Ostalo,2.0,False,False,Novogradnja,47700
12170,Voždovac,74.0,3.0,True,"Klima, Centralno",3.0,True,False,Novogradnja,140000
12171,Mirijevo III,53.0,3.0,True,Ostalo,2.0,False,False,Novogradnja,47700
12172,Kaluđerica,57.0,3.0,True,Ostalo,3.0,True,True,Novogradnja,54155
12174,Centar (uži),66.0,4.0,True,"Klima, Centralno",2.0,False,True,Izvorno stanje,148000
12181,Zvezdara,67.0,3.0,True,Ostalo,3.0,False,False,Novogradnja,130650
12221,Zvezdara,45.0,3.0,True,"Klima, Ostalo",2.0,True,False,Standardna gradnja,44000
12223,Zemun (Meandri),88.0,6.0,False,"Klima, Centralno",3.0,False,False,Izvorno stanje,80000
12225,Rakovica,30.0,3.0,False,Ostalo,1.0,False,False,Standardna gradnja,36000
12226,Beograd na vodi,67.0,8.0,True,Centralno,2.0,True,True,Novogradnja,191888
12227,Beograd na vodi,54.0,8.0,True,Centralno,2.0,True,True,Novogradnja,152888
12228,Zemun (Gornji grad),78.0,1.0,False,"Klima, Centralno",2.0,True,True,Izvorno stanje,92000
12230,Beograd na vodi,73.0,3.0,True,Centralno,2.0,True,True,Novogradnja,607887
12231,Beograd na vodi,98.0,3.0,True,Centralno,3.0,True,True,Novogradnja,883888
12232,Voždovac,112.0,1.0,True,Klima,4.0,True,True,Novogradnja,350000
12233,Beograd na vodi,68.0,18.0,True,Centralno,3.0,True,True,Novogradnja,210888
12234,Stari Grad,79.0,2.0,False,Ostalo,3.0,False,True,Novogradnja,213300
12235,Stari Grad,74.0,1.0,False,Ostalo,3.0,False,True,Novogradnja,185000
12236,Stari Grad,74.0,3.0,False,Ostalo,3.0,False,True,Novogradnja,185000
12237,Beograd na vodi,54.0,18.0,True,Centralno,2.0,True,True,Novogradnja,171888
12238,Stari Grad,105.0,4.0,False,Ostalo,4.0,False,True,Novogradnja,283500
12239,Stari Grad,79.0,1.0,False,Ostalo,3.0,False,True,Novogradnja,213300
12240,Karaburma,70.0,3.0,True,"Klima, Centralno",3.0,False,False,Novogradnja,95000
12281,Mirijevo I,41.0,1.0,False,Ostalo,2.0,True,True,Novogradnja,53000
12284,Zemun (Novi Grad),60.0,3.0,False,Ostalo,3.0,True,True,Novogradnja,66000
12285,Zemun (Novi Grad),48.0,3.0,False,Ostalo,2.0,True,True,Novogradnja,52800
12286,Zemun (Novi Grad),65.0,3.0,False,Ostalo,2.0,True,True,Novogradnja,71500
12287,Zemun (Novi Grad),68.0,3.0,False,Ostalo,2.0,True,True,Novogradnja,74800
12288,Zemun (Novi Grad),48.0,3.0,False,Ostalo,3.0,True,True,Novogradnja,52800
12289,Zemun (Novi Grad),48.0,4.0,False,Ostalo,3.0,True,True,Novogradnja,52800
12291,Padinska skela,51.0,2.0,True,"Klima, Ostalo",2.0,False,False,Izvorno stanje,25000
12292,Dedinje (RTV Pink),132.0,4.0,True,Klima,4.0,True,True,Novogradnja,290444
12293,Zvezdara,150.0,4.0,True,"Klima, Ostalo",3.0,True,True,Standardna gradnja,465000
12294,Dedinje (RTV Pink),132.0,3.0,True,Klima,4.0,True,True,Novogradnja,290444
12295,Stari Grad,30.0,10.0,True,Ostalo,1.0,False,False,Izvorno stanje,105000
12296,Dedinje (RTV Pink),77.0,3.0,False,"Klima, Ostalo",2.0,False,True,Novogradnja,120000
12297,Vračar (Centar),123.0,7.0,True,"Klima, Centralno",3.0,False,False,Novogradnja,278500
12298,Železnik,51.0,3.0,True,Klima,2.0,True,True,Izvorno stanje,56000
12299,Voždovac,62.0,18.0,True,Centralno,3.0,True,True,Standardna gradnja,91000
12341,Zvezdara,40.0,3.0,True,Ostalo,2.0,False,False,Izvorno stanje,66000
12342,Novi Beograd Blok 19 (Sava Centar),149.0,2.0,True,"Klima, Centralno",4.0,True,True,Novogradnja,369000
12343,Gornji Dorćol,99.0,1.0,True,Klima,4.0,False,True,Izvorno stanje,229000
12344,Vračar (Hram),85.0,2.0,True,"Klima, Centralno",4.0,False,True,Novogradnja,189000
12345,Čubura,109.0,2.0,False,Centralno,4.0,False,True,Novogradnja,299750
12350,Žarkovo,43.0,3.0,True,Centralno,2.0,False,True,Izvorno stanje,56000
12352,Novi Beograd Blok 61,79.0,3.0,True,"Klima, Centralno",3.0,True,True,Standardna gradnja,160000
12354,Zvezdara,44.0,4.0,True,Centralno,2.0,True,True,Standardna gradnja,88000
12356,Zemun (Novi Grad),92.0,3.0,True,Ostalo,4.0,True,False,Izvorno stanje,89000
12360,Voždovac,40.0,3.0,True,Ostalo,2.0,True,True,Novogradnja,48000
12400,Šumice,110.0,4.0,False,"Klima, Centralno",4.0,False,True,Novogradnja,225500
12401,Vračar (Hram),85.0,2.0,True,Centralno,4.0,False,False,Novogradnja,189000
12402,Centar (uži),115.0,5.0,True,Centralno,4.0,False,True,Standardna gradnja,360000
12403,Železnik,112.0,2.0,False,Centralno,4.0,False,False,Standardna gradnja,89000
12404,Braće Jerković,93.0,3.0,False,Centralno,4.0,False,False,Standardna gradnja,182000
12405,Crveni krst,100.0,4.0,True,Centralno,4.0,True,True,Standardna gradnja,181000
12406,Kluz,120.0,4.0,False,Centralno,4.0,False,True,Standardna gradnja,165000
12407,Labudovo brdo,92.0,3.0,True,Ostalo,4.0,False,True,Standardna gradnja,92000
12408,Mirijevo I,110.0,0.0,False,Ostalo,4.0,False,False,Standardna gradnja,97000
12409,Novi Beograd Blok 11 (Hotel Jugoslavija),98.0,4.0,True,Centralno,2.0,False,True,Standardna gradnja,182000
12410,Karaburma,54.0,4.0,False,Ostalo,4.0,False,False,Standardna gradnja,100000
12411,Novi Beograd Blok 62,117.0,3.0,True,Centralno,4.0,False,False,Novogradnja,180000
12412,Dedinje (25. maj),250.0,0.0,True,Ostalo,4.0,True,True,Standardna gradnja,376000
12413,Crveni krst,84.0,5.0,True,"Klima, Centralno",4.0,False,True,Standardna gradnja,175000
12414,Kalemegdan,160.0,3.0,True,"Klima, Centralno",4.0,True,False,Novogradnja,499000
12415,Novi Beograd Blok 24 (Super Vero),101.0,5.0,True,"Klima, Centralno",4.0,False,True,Standardna gradnja,240000
12416,Savski trg,92.0,6.0,True,"Klima, Centralno",4.0,False,True,Standardna gradnja,169900
12417,Voždovac,110.0,3.0,True,"Klima, Centralno",4.0,True,True,Novogradnja,237000
12418,Vračar (Centar),109.0,3.0,True,"Klima, Centralno",4.0,False,True,Izvorno stanje,349900
12419,Kalenić pijaca,137.0,2.0,True,"Klima, Centralno",4.0,False,True,Izvorno stanje,499900
12449,Kanarevo brdo,164.0,3.0,True,"Peć, TA peć",2.0,True,True,Izvorno stanje,330000
12458,Skadarlija,108.0,2.0,True,Ostalo,4.0,False,True,Izvorno stanje,255000
12459,Gornji Dorćol,184.0,5.0,True,Centralno,4.0,False,False,Novogradnja,1000000
12460,Gornji Dorćol,184.0,2.0,True,Centralno,4.0,False,False,Novogradnja,528150
12461,Gornji Dorćol,184.0,4.0,True,Centralno,4.0,False,False,Novogradnja,564580
12462,Senjak,240.0,1.0,True,Ostalo,4.0,True,True,Standardna gradnja,750000
12463,Kalemegdan,120.0,0.0,True,Ostalo,4.0,False,False,Izvorno stanje,299000
12466,Lekino brdo,104.0,0.0,True,Ostalo,4.0,True,True,Izvorno stanje,150000
12467,Galenika,125.0,7.0,True,Centralno,4.0,False,True,Izvorno stanje,85000
12468,Kalenić pijaca,107.0,2.0,True,Centralno,4.0,False,True,Standardna gradnja,350000
12469,Senjak,112.0,1.0,True,Ostalo,4.0,False,False,Standardna gradnja,265000
12470,Zemun Polje,29.0,2.0,True,Ostalo,4.0,False,False,Novogradnja,63000
12471,Zemun (Centar),81.0,0.0,True,Ostalo,4.0,False,False,Novogradnja,125000
12472,Bežanijska kosa I,120.0,2.0,True,Centralno,4.0,False,True,Izvorno stanje,254900
12473,Zemun (Centar),140.0,3.0,True,Ostalo,4.0,False,False,Standardna gradnja,260000
12474,Slavija,93.0,0.0,True,Ostalo,4.0,False,False,Standardna gradnja,280000
12475,Autokomanda,132.0,2.0,False,Ostalo,4.0,False,False,Standardna gradnja,180000
12476,Zemun Polje,95.0,2.0,True,Ostalo,4.0,False,False,Izvorno stanje,69000
12477,Vračar (Hram),180.0,3.0,True,Ostalo,4.0,False,False,Standardna gradnja,305000
12505,Zemun (Centar),82.0,3.0,True,Etažno,6.0,True,True,Kompletna rekonstrukcija,530000
12518,Dedinje (25. maj),97.0,1.0,True,Ostalo,4.0,False,False,Novogradnja,242500
12519,Braće Jerković,84.0,3.0,False,Ostalo,4.0,False,False,Standardna gradnja,99000
12520,Mirijevo I,86.0,3.0,True,Ostalo,4.0,True,False,Standardna gradnja,99000
12522,Vračar (Hram),120.0,1.0,True,Ostalo,4.0,False,False,Standardna gradnja,204000
12523,Vračar (Centar),99.0,1.0,True,Centralno,4.0,False,False,Standardna gradnja,265000
12524,Južni bulevar,87.0,7.0,True,Ostalo,4.0,False,False,Standardna gradnja,174000
12526,Južni bulevar,93.0,7.0,True,Ostalo,4.0,False,False,Standardna gradnja,186000
12527,Dedinje (25. maj),117.0,1.0,True,Centralno,4.0,False,False,Standardna gradnja,240000
12528,Lekino brdo,120.0,3.0,True,Ostalo,4.0,False,True,Standardna gradnja,195000
12529,Voždovac,112.0,1.0,True,Centralno,4.0,False,False,Novogradnja,338000
12530,Zeleni venac,200.0,3.0,False,Ostalo,10.0,False,False,Standardna gradnja,540000
12531,Neimar,300.0,4.0,True,Ostalo,10.0,False,False,Standardna gradnja,565000
12532,Cerak,110.0,2.0,False,Ostalo,4.0,False,False,Standardna gradnja,137000
12533,Centar (uži),80.0,6.0,True,Ostalo,4.0,False,True,Standardna gradnja,198000
12534,Kalemegdan,179.0,6.0,True,Ostalo,4.0,False,True,Standardna gradnja,447500
12535,Cvetkova pijaca,88.0,3.0,True,Centralno,4.0,False,True,Standardna gradnja,136400
12536,Dedinje (25. maj),98.0,1.0,True,Ostalo,4.0,False,False,Novogradnja,245000
12537,Cvijićeva,103.0,2.0,True,Centralno,4.0,False,False,Standardna gradnja,180000
12575,Lekino brdo,82.0,3.0,True,Centralno,4.0,False,True,Standardna gradnja,168000
12577,Novi Beograd Blok 61,95.0,7.0,True,Ostalo,4.0,False,False,Standardna gradnja,159000
12578,Crveni krst,109.0,1.0,True,Centralno,4.0,False,False,Standardna gradnja,196000
12579,Crveni krst,86.0,3.0,False,Centralno,4.0,False,False,U izgradnji,168822
12580,Crveni krst,86.0,2.0,False,Centralno,4.0,False,False,U izgradnji,168822
12581,Crveni krst,86.0,4.0,False,Centralno,4.0,False,False,U izgradnji,182329
12582,Crveni krst,86.0,1.0,False,Centralno,4.0,False,False,U izgradnji,168822
12583,Crveni krst,86.0,5.0,False,Centralno,4.0,False,False,U izgradnji,168822
12584,Crveni krst,86.0,4.0,False,Centralno,4.0,False,False,U izgradnji,168822
12585,Crveni krst,93.0,6.0,False,Centralno,4.0,False,False,U izgradnji,182329
12586,Crveni krst,86.0,6.0,False,Centralno,4.0,False,False,U izgradnji,168822
12587,Crveni krst,86.0,6.0,False,Centralno,4.0,False,False,U izgradnji,168822
12588,Beograd na vodi,139.0,15.0,True,Ostalo,4.0,True,True,Novogradnja,662000
